Bsmt Qual,1st Flr SF,Garage Area,Gr Liv Area,Overall Qual,Neighborhood,House Style,Exterior 1st,Mas Vnr Type,Foundation,Garage Type,Age,SalePrice
5,1090,450.0,1090,5,5,1Story,VinylSd,None,PConc,Attchd,2,157000
2,1002,280.0,1456,5,5,1.5Fin,MetalSd,None,CBlock,Detchd,58,91500
2,796,0.0,796,5,5,1Story,MetalSd,None,CBlock,None,98,85000
3,1214,461.0,1214,5,5,1Story,MetalSd,None,CBlock,Detchd,42,140000
3,955,386.0,955,5,7,1Story,HdBoard,None,CBlock,Attchd,41,127000
4,864,673.0,1728,6,22,2Story,VinylSd,None,PConc,Attchd,5,207500
3,1836,836.0,3672,6,5,2.5Unf,BrkFace,None,BrkTil,Detchd,71,415000
3,1561,463.0,1561,6,19,1Story,HdBoard,Stone,CBlock,Attchd,49,193000
4,702,343.0,1481,6,14,2Story,HdBoard,None,PConc,Attchd,15,174000
3,801,410.0,1527,7,11,2Story,WdShing,None,CBlock,Attchd,61,152500
4,798,595.0,1640,7,20,2Story,VinylSd,None,PConc,Attchd,5,183000
3,1080,253.0,1480,5,5,1.5Fin,Wd Sdng,None,PConc,Attchd,56,136500
4,963,564.0,1792,7,20,2Story,VinylSd,BrkFace,PConc,Attchd,7,231500
5,1148,308.0,1148,5,5,1Story,Wd Sdng,None,PConc,Detchd,54,123500
3,872,300.0,1393,5,5,1.5Fin,MetalSd,None,PConc,Attchd,53,135500
3,1044,528.0,1044,6,5,SLvl,HdBoard,None,CBlock,Detchd,31,133500
3,1144,336.0,1144,5,11,1Story,HdBoard,None,CBlock,Detchd,45,124000
4,1086,592.0,1924,8,26,2Story,VinylSd,BrkFace,PConc,Attchd,8,280000
4,1422,779.0,2599,9,26,2Story,VinylSd,BrkFace,PConc,BuiltIn,11,333168
4,1008,632.0,2283,8,14,2Story,VinylSd,BrkFace,PConc,BuiltIn,6,270000
3,765,900.0,1133,6,11,1.5Fin,Wd Sdng,None,CBlock,Detchd,59,128500
4,1398,542.0,1398,6,15,1Story,Plywood,None,PConc,Attchd,16,172000
4,810,576.0,810,5,7,SFoyer,HdBoard,BrkFace,PConc,Detchd,35,130000
4,1306,624.0,1306,6,27,1Story,VinylSd,Stone,PConc,Attchd,4,196000
3,803,360.0,803,5,2,1.5Unf,MetalSd,None,CBlock,Detchd,66,87000
2,910,308.0,1435,5,6,1.5Fin,MetalSd,None,CBlock,Detchd,57,128250
4,2073,500.0,2073,6,16,1Story,Plywood,Stone,CBlock,Attchd,32,210000
3,1096,432.0,1991,6,19,1.5Fin,MetalSd,BrkFace,CBlock,Detchd,75,220000
4,1067,436.0,1067,4,7,1Story,VinylSd,None,CBlock,Attchd,60,128000
3,680,576.0,1174,5,4,1.5Fin,Stucco,None,BrkTil,Detchd,107,135000
4,1689,432.0,1689,4,13,1Story,HdBoard,None,PConc,Attchd,17,228500
3,608,240.0,1132,6,6,1.5Fin,MetalSd,None,BrkTil,Detchd,71,134000
3,1024,313.0,1024,6,11,1Story,VinylSd,BrkFace,CBlock,Attchd,50,157500
4,1215,623.0,2232,8,26,2Story,HdBoard,BrkFace,PConc,Attchd,16,263550
4,1440,467.0,1440,6,16,1Story,MetalSd,BrkFace,CBlock,Attchd,26,182900
4,1680,540.0,1680,6,19,1Story,Wd Sdng,BrkFace,CBlock,Attchd,21,222000
4,1092,0.0,1092,5,13,1Story,VinylSd,None,PConc,None,1,146000
3,1559,812.0,1559,5,4,1Story,VinylSd,None,BrkTil,Detchd,59,153500
5,1980,770.0,1980,9,27,1Story,VinylSd,BrkFace,PConc,Attchd,2,315000
4,1470,696.0,2630,8,26,2Story,VinylSd,BrkFace,PConc,Attchd,10,315000
4,1341,851.0,1861,8,22,2Story,VinylSd,Stone,PConc,BuiltIn,1,257000
4,1200,850.0,1200,4,13,SFoyer,HdBoard,BrkFace,CBlock,2Types,44,173000
0,1547,672.0,2320,5,14,2Story,Plywood,None,Slab,Attchd,58,169000
5,2200,685.0,2200,8,27,1Story,VinylSd,BrkFace,PConc,Attchd,6,382500
4,1795,534.0,1795,8,20,1Story,VinylSd,BrkFace,PConc,Attchd,6,230000
3,1297,498.0,1297,5,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,55,153000
3,1319,270.0,1319,5,11,1Story,MetalSd,None,PConc,Attchd,56,123000
4,1463,539.0,1463,7,20,1Story,VinylSd,None,PConc,Attchd,11,207000
3,1675,870.0,3493,7,4,2.5Fin,CemntBd,None,BrkTil,Attchd,128,295000
4,1094,576.0,1094,5,15,1Story,VinylSd,BrkFace,PConc,Detchd,4,149000
4,860,440.0,1960,6,14,2Story,VinylSd,None,PConc,BuiltIn,8,216500
3,808,308.0,808,5,6,1Story,VinylSd,None,CBlock,Detchd,49,112000
3,943,528.0,943,5,7,1Story,MetalSd,BrkFace,CBlock,Detchd,40,134500
4,1246,428.0,1246,7,18,1Story,WdShing,BrkFace,PConc,Attchd,1,187687
3,698,528.0,1128,4,2,1.5Fin,MetalSd,None,CBlock,Detchd,90,68400
3,951,480.0,951,6,11,1Story,Wd Sdng,None,CBlock,Detchd,51,143500
4,1644,569.0,1644,7,15,SLvl,Wd Sdng,BrkFace,PConc,Attchd,20,275000
3,1959,766.0,1959,7,13,1Story,VinylSd,BrkFace,CBlock,2Types,18,171000
4,1022,390.0,2054,6,14,2Story,VinylSd,BrkFace,PConc,BuiltIn,9,244000
3,874,352.0,874,5,13,1Story,VinylSd,None,CBlock,Detchd,39,130000
4,1685,658.0,1685,8,22,1Story,VinylSd,BrkFace,PConc,Attchd,1,253000
3,693,0.0,693,4,4,1Story,Wd Sdng,None,CBlock,None,65,52500
4,1034,598.0,1034,8,10,1Story,HdBoard,None,CBlock,Attchd,21,185000
4,745,392.0,1490,6,14,2Story,VinylSd,None,PConc,Attchd,4,167800
5,1713,856.0,1713,8,27,1Story,VinylSd,BrkFace,PConc,Attchd,5,274900
4,1472,588.0,1472,7,16,SLvl,Plywood,BrkFace,CBlock,Attchd,29,187500
4,1113,689.0,1971,7,22,2Story,VinylSd,None,PConc,Attchd,4,253000
4,526,297.0,988,4,1,SFoyer,CemntBd,None,CBlock,BuiltIn,35,105000
3,1576,368.0,1576,6,11,SLvl,HdBoard,BrkFace,CBlock,BuiltIn,48,174500
4,1065,467.0,2049,7,20,2Story,VinylSd,None,PConc,Attchd,10,210900
3,1169,209.0,1531,4,5,1.5Fin,WdShing,None,CBlock,Detchd,63,127000
4,1358,484.0,1358,7,27,1Story,VinylSd,Stone,PConc,Attchd,4,207000
4,1154,529.0,2050,7,16,2Story,HdBoard,BrkFace,CBlock,Attchd,31,154000
5,2338,1110.0,2338,9,28,1Story,VinylSd,BrkFace,PConc,Attchd,1,591587
3,1392,1008.0,2640,5,4,1.5Fin,MetalSd,None,CBlock,Attchd,81,180000
3,1584,792.0,1584,5,11,1Story,Plywood,None,CBlock,Detchd,42,124000
4,1375,440.0,2237,6,21,2Story,MetalSd,None,PConc,BuiltIn,29,204000
3,877,216.0,1477,7,8,1.5Fin,Wd Sdng,None,BrkTil,Detchd,81,145000
3,1510,517.0,1510,5,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,43,178900
4,1407,870.0,2392,8,26,2Story,VinylSd,BrkFace,PConc,Attchd,9,348000
3,1170,672.0,1716,6,6,1.5Fin,VinylSd,None,BrkTil,Detchd,93,162500
4,868,576.0,868,5,7,1Story,HdBoard,None,CBlock,Detchd,36,119900
4,955,462.0,1632,7,14,2Story,VinylSd,None,PConc,Attchd,8,176500
3,1077,205.0,1077,5,6,1.5Unf,MetalSd,None,BrkTil,Attchd,69,118000
3,773,240.0,773,5,11,1Story,VinylSd,None,CBlock,Attchd,55,110000
4,1195,486.0,1839,7,26,2Story,VinylSd,BrkFace,PConc,Attchd,12,221000
4,1310,1069.0,2450,8,26,2Story,VinylSd,BrkFace,PConc,Attchd,11,340000
4,1136,532.0,2019,7,6,2Story,HdBoard,None,BrkTil,Detchd,99,167500
4,1636,865.0,1636,8,22,1Story,VinylSd,Stone,PConc,Attchd,1,255000
4,744,400.0,1374,7,14,SLvl,WdShing,None,PConc,BuiltIn,5,170000
4,1072,525.0,1072,5,5,SLvl,VinylSd,BrkFace,PConc,Basment,1,145000
4,630,0.0,630,4,1,SFoyer,CemntBd,None,CBlock,None,36,81000
4,1414,601.0,1414,6,11,1Story,MetalSd,None,CBlock,Attchd,50,176500
5,1694,636.0,1694,8,22,1Story,VinylSd,Stone,PConc,Attchd,3,307000
4,845,517.0,1690,7,20,2Story,VinylSd,None,PConc,Attchd,6,190550
4,1153,484.0,2353,7,16,2Story,CemntBd,BrkFace,CBlock,Attchd,29,260000
3,1055,319.0,1055,7,12,1Story,Plywood,None,CBlock,Attchd,30,137500
4,1055,542.0,1055,6,7,1Story,CemntBd,None,CBlock,Attchd,34,147000
3,1144,264.0,1144,5,7,1Story,HdBoard,None,CBlock,Attchd,48,131400
5,1170,756.0,2332,8,27,2Story,VinylSd,Stone,PConc,BuiltIn,4,316000
3,912,0.0,1824,6,13,2Story,MetalSd,None,CBlock,None,39,139000
4,712,400.0,1442,5,21,SLvl,VinylSd,None,PConc,BuiltIn,2,172500
4,892,180.0,1784,5,19,2Story,Wd Sdng,None,BrkTil,Detchd,92,138887
3,1236,540.0,2108,6,5,2Story,Stucco,None,CBlock,Basment,73,235000
3,894,308.0,894,5,11,1Story,MetalSd,None,CBlock,Detchd,47,109500
3,834,370.0,1430,4,2,1.5Fin,MetalSd,None,BrkTil,Detchd,82,107000
4,936,474.0,1776,7,20,2Story,VinylSd,BrkFace,PConc,Attchd,4,192500
4,1602,529.0,1602,6,16,1Story,CemntBd,Stone,CBlock,Attchd,32,215000
4,991,468.0,1650,6,4,1.5Fin,Wd Sdng,None,CBlock,Detchd,97,144100
3,864,300.0,864,6,11,1Story,Wd Sdng,None,CBlock,Detchd,50,127500
4,1101,453.0,2200,7,15,2Story,VinylSd,None,PConc,Attchd,15,225000
5,1710,866.0,1710,8,27,1Story,VinylSd,Stone,PConc,Attchd,1,372402
3,912,352.0,912,5,7,1Story,HdBoard,None,CBlock,Detchd,46,144000
4,757,440.0,1501,6,22,2Story,MetalSd,BrkFace,PConc,Detchd,8,176500
2,865,398.0,1310,6,4,1.5Fin,MetalSd,None,BrkTil,Attchd,82,112000
3,483,264.0,987,6,3,2Story,HdBoard,BrkFace,CBlock,Detchd,35,100000
3,546,286.0,1092,4,1,2Story,CemntBd,None,CBlock,Attchd,39,88000
3,1680,528.0,1680,5,16,1Story,VinylSd,BrkFace,CBlock,Detchd,31,136905
3,874,576.0,874,4,11,1Story,HdBoard,None,CBlock,Detchd,35,97500
0,729,0.0,729,3,2,1Story,Wd Sdng,None,Slab,None,61,51689
3,1252,528.0,1252,6,11,1Story,HdBoard,Stone,CBlock,Detchd,49,142000
4,1298,876.0,1828,8,27,2Story,VinylSd,None,PConc,BuiltIn,1,250000
4,1280,660.0,2495,6,16,2Story,MetalSd,None,PConc,Attchd,17,243500
4,1306,624.0,1306,6,27,1Story,VinylSd,Stone,PConc,Attchd,4,184500
4,1478,506.0,1478,7,13,1Story,HdBoard,None,PConc,Attchd,16,210000
3,912,300.0,912,5,7,1Story,Plywood,None,CBlock,Attchd,46,129000
3,540,200.0,540,2,2,1Story,Wd Sdng,None,BrkTil,Detchd,69,82000
4,926,470.0,1604,6,14,2Story,VinylSd,None,PConc,Attchd,11,181000
4,768,400.0,1536,5,20,2Story,VinylSd,None,PConc,Attchd,2,167000
4,959,472.0,1671,6,14,2Story,VinylSd,None,PConc,Attchd,6,173000
4,784,572.0,1611,7,20,2Story,VinylSd,None,PConc,Attchd,1,195800
3,1844,540.0,1844,6,19,1Story,Plywood,BrkFace,CBlock,Attchd,37,223000
4,1367,484.0,1367,7,27,1Story,VinylSd,Stone,PConc,Attchd,3,192000
3,1040,550.0,1725,7,16,SLvl,HdBoard,BrkFace,CBlock,Attchd,28,197000
5,1054,672.0,2389,8,27,2Story,VinylSd,None,PConc,BuiltIn,0,298236
3,867,264.0,1718,7,19,2.5Unf,VinylSd,None,BrkTil,Detchd,80,238000
3,1556,0.0,1556,5,11,1Story,BrkFace,None,CBlock,None,46,119000
3,2156,508.0,2156,7,16,1Story,BrkFace,None,CBlock,Attchd,38,262500
5,1978,920.0,1978,9,21,1Story,CemntBd,Stone,PConc,Attchd,2,425000
3,859,384.0,1178,4,2,1.5Fin,MetalSd,None,Stone,Detchd,110,102776
3,1078,500.0,1078,5,11,1Story,VinylSd,None,CBlock,Attchd,39,149900
3,1285,473.0,1285,6,13,SLvl,Plywood,None,CBlock,Attchd,33,190000
4,1191,531.0,1191,8,10,1Story,HdBoard,None,CBlock,Attchd,21,162500
4,1494,576.0,1494,6,20,1Story,VinylSd,None,PConc,Attchd,9,217000
2,1180,252.0,1180,4,19,1Story,MetalSd,None,BrkTil,Detchd,84,137500
5,909,782.0,1795,8,22,2Story,VinylSd,Stone,PConc,Attchd,3,270000
3,894,440.0,894,5,7,1Story,HdBoard,None,CBlock,Attchd,32,142500
3,1042,440.0,1042,6,11,SLvl,HdBoard,BrkFace,CBlock,Attchd,42,161000
3,546,0.0,1092,4,1,2Story,CemntBd,BrkFace,CBlock,None,37,93900
3,1304,667.0,2287,7,23,1.5Fin,BrkFace,None,CBlock,Attchd,53,225000
5,1572,726.0,2668,9,27,2Story,VinylSd,BrkFace,PConc,BuiltIn,5,412500
3,964,0.0,1414,4,5,1.5Fin,Wd Sdng,None,BrkTil,None,84,83000
3,608,217.0,1232,6,6,2Story,MetalSd,None,CBlock,Attchd,68,128000
4,754,525.0,1609,6,15,2Story,VinylSd,BrkFace,PConc,Attchd,13,182000
5,1932,774.0,1932,8,27,1Story,VinylSd,Stone,PConc,Attchd,0,394617
4,1728,520.0,1728,8,21,1Story,VinylSd,None,PConc,Attchd,1,298751
3,861,539.0,861,4,5,1Story,VinylSd,None,CBlock,Detchd,69,82500
3,1172,342.0,1913,6,19,1.5Fin,BrkFace,None,BrkTil,Detchd,81,177000
3,1200,294.0,1200,4,11,1Story,Plywood,None,CBlock,Attchd,53,144000
3,1028,442.0,1804,7,14,2Story,VinylSd,None,PConc,Attchd,11,189000
